AmazonAvailability,Title,Description,SalesRank,ASIN,Category_ID
no Amazon offer exists,"MQbix MQHT560BLU Ear Foam Palette High Performance Headphones with Mic, Turquoise Blue",MQbix rubberized finish high performance headphones with microphone delivers superior quality sound with comfortable fitting ear cups. With built-in microphone you will never miss a call.,504079,B00GDLNZB6,1
no Amazon offer exists,DIRECTV 10 Pin To Component Reciver H25 Genie Mini Clients,"Your H25 or C31 receiver becomes even more useful with this optional adapter. Connect your H25, C31, C41 or C41 Wireless to any TV or device with a component input. Simply plug one end into the H25 or client and the other end into a TV.",139866,B006R9O2PC,2
no Amazon offer exists,Sony WM-FX195 Walkman AM / FM Stereo Cassette Player with Auto Shut-Off,"Amazon.com

Sony's slim-design WM-FX195 stereo cassette player is portable enough--and, at under half a pound with batteries--light enough to go anywhere you do. In addition to playing tapes, the Walkman offers FM stereo and wideband AM radio reception. An anti-rolling mechanism maintains low wow and flutter by steadying the tape when you're running or walking, and an FM local/distant (DX) switch improves reception of fuzzy stations.
The player's automatic volume limiter system (AVLS) maintains an even volume level, guarding against unintended level increases and evening the output of musical passages that vary widely in level. A switch adjusts the sound to accommodate metal-oxide tapes, and Mega Bass produces deep, rich bass tones.
Automatic shut-off (in playback mode) extends battery life and helps prevent both mechanical and tape wear by turning off unit at the end of each tape side. Finally, an anti-rolling mechanism maintains stable tape speed to minimize music-distorting ""wow and flutter"" while the player is in motion.
Supplied MDR-026 over-ear headphones offer wide dynamic range and clear sound, and the unit also comes with a belt clip. Two AA batteries provide up to 25 hours of continuous tape playback (maximum, using Sony Alkaline batteries), or up to 55 hours of FM radio reception. And in case you don't keep count of the hours, a handy LED battery indicator warns you when it's time to switch.
What's in the Box
Cassette player, headphones, belt clip, and a user's manual.

Product Description

Do you need a little motivation to get you going in your exercise routine? Believe me, an hour on the treadmill won't seem quite as long with a Sony WM-FX195 Walkman AM/FM Stereo Cassette Player! Maybe there isn't anything peppy enough for you on the radio.. put in your favorite music cassette and get moving! The automatic volume limiter and high performance stereo headphones will ensure steady, quality sound!",124370,B00005LL3T,2
no Amazon offer exists,Yamaha YSP-4000BL Digital Sound Projector (Black) (Discontinued by Manufacturer),"From the Manufacturer

The new YSP-4000 Digital Sound Projector offers versatile new features such as, 1080p-compatible HDMI, analog video to HDMI digital video up-conversion, and component/composite inputs. Other features include: iPod and XM HD surround compatibility, built-in FM tuner, RS-232C for custom installation and a wide variety of beam settings, including My Surround Beam, for a true multi-channel surround sound experience from a single component.

Intellibeam positioning calibrates itself to deliver the best sound True Multi-Channel Surround Sound from All Sources, Including TV

As amazing as it seems, the YSP-4000 can actually deliver multi-channel sound that surrounds listeners the same way that sound from front, center and rear speakers does. DVD movies and other digital sources sound just the way they are supposed to. Dolby Pro Logic II is included, so even 2-channel TV sound can be heard in true multi-channel surround.

Powerful Built-In Digital Amplifier

The YSP-4000 has a powerful and efficient digital amplifier built in. It powers the 40 beam drivers at 2W each and the two woofers at 20W each, for a total of 120W of power. There is no need to purchase an additional amplifier or receiver.

Wide Variety of Beam Settings

The My Surround mode provides surround sound without reflecting the beams off the walls. It is handy for rooms where for some reason the walls can not be used well and delivers a good surround effect when listeners are close to the unit. My Surround uses a combination of DiMagic and Yamaha technology. The My Beam setting focuses the sound at a specific listening position, so even in noisysurroundings you can hear dialogue and other sounds clearly. Sonic sensor means that My Beam can be selected with the remote control from almost any angle. There are also five other selectable beam settings: 5 Beam, 3 Beam, 3 Beam + Stereo, and 2-channel Stereo and 5-channel Stereo that outputs stereo sources from all of the 5-channel beams, providing a more expansive sound field.

IntelliBeam Automated System Calibration

This Yamaha exclusive feature ensures optimum multi-channel sound reproduction with accurate image location. By monitoring and analyzing the sound with the microphone included with the YSP-4000, IntelliBeam automatically sets the best beam angles, while optimizing the level and frequency response of each beam. It also offers Direct Start function via remote unit. This makes initial setup both extremely simple and acoustically perfect.

Speaking of acoustically perfect, the YSP-4000 applies the sophisticated Digital Sound Projector technology to precisely control the orientation of the sound by focusing it through multiple beams. The center channel sound is heard directly, while sounds from other channels are heard after reflecting off walls. The result is true multi-channel surround sound that sounds just like a multi-speaker system  but without the need for extra speakers.

The YSP-4000 is an elegant statement of the latest technology Analog Video to HDMI Digital Video Upconverion

The YSP-4000 provides upconversion of video composite and component signals to HDMI. The signal can then be output via a single HDMI cable to a monitor for enjoying high-definition video quality. The output supports 1080p/24Hz and 60Hz video signals, so they can be throughput to a monitor for enjoying high definition video quality.

The YSP-4000 provides analog video-upscaling of composite 480i signals and of component 480i or 480p signals to HDMI 1080i/720p resolutions for optimal viewing on high-definition displays. It uses advanced processing including video encoding/decoding ICs from Analog Devices and a TBC (Time Base Corrector) to restore degraded video signals for totally distortion-free viewing.

Great with Your Portable Music Collection

A mini jack on the front panel makes it convenient to connect most any portable audio player on the market. An optional YDS-10 Universal Dock lets you connect your iP",794072,B000V7H1HM,2
no Amazon offer exists,Sony SRF-M85V S2 Sports Walkman Armband Radio (Discontinued by Manufacturer),"The Sony SRF-M85V S2 Sports Walkman(R) lets you enjoy your favorite broadcats while you jog or lift. The slim, light design makes it comfortable to wear around the park or at the weight bench. Set your favorite stations, tune through them and enjoy the added bonus of Mega Bass(R) sound while you listen. Stopwatch tool helps you keep track of your running time. Mega Bass Sound system Comes with armband and belt clip for sport wearing Sports headphones supplied",216006,B0007P4G5I,2
no Amazon offer exists,"GE Universal Remote Control for Samsung, Vizio, LG, Sony, Sharp, Roku, Apple TV, RCA, Panasonic, Smart TVs, Streaming Players, Blu-ray, DVD, 3-Device, Black, 24991","Do you have a remote for every device in your home entertainment system? Why not simplify your life with one remote? With the GE Universal Remote, you can! The Universal Remote can control up to three different audio/video devices such as your TV, Blu-ray player, DVD, VCR, Cable/Satellite Receivers and Digital Converter Boxes. The navigation buttons help you navigate menu and guide screens and the digital dot button gives easy access to sub-channels such as 4.2. The instruction manual and code library list is included, along with a video link for an easy-to-follow online setup video.",152402,B000W4CH8C,2
no Amazon offer exists,Philips CDC735 5-CD Changer (Discontinued by Manufacturer),"Amazon.com

What should you expect from a five-disc CD changer priced under $100? Not much in the way of bells and whistles or extra features. Nevertheless, it's amazing that Philips has managed to pack so much reliable, basic performance into the CDC735 and still offer something in the way of extras. As advertised, this model will accept and play up to five CDs, letting you even change two of the discs without interrupting playback. You also get random play and programmability--up to 32 tracks.
While you don't get a digital output or a headphone jack, the CDC735 does come with a remote control that you can use to access discs and tracks and perform typical functions such as play and stop. The player-mounted remote sensor won't respond to remote commands that come from beyond its narrow 60-degree ""window."" This can pose a problem for users seated at an angle to the player's front panel.
For its part, the front-panel layout is clean and easy to use, but the build quality is flimsy. For example, when you push the Open/Close button, the tray takes its time opening, groaning as it goes. Disc change is slow but sure--the CDC735 still functions reliably.
The sound, while clear and clean, seemed to us somewhat lifeless and ""slow"" relative to high-end players. Given that superior-performing changers can be had for less than twice the price, we find it difficult to recommend the CDC735 as a main system CD player. However, if you're looking for a garage player or just multidisc convenience at an easy price, the CDC735 will keep the music coming for pocket change.
Pros:
Low price Good value for the money Lets you change discs without interrupting the disc in play Full-function remote control
Cons:
Flimsy construction Limited-range sensor window for remote control No headphone jack Slow, noisy changer mechanism



Product Description

2 Disc Change During Play,",432720,B00000JFEP,2
no Amazon offer exists,"Minnie Mouse Dual Alarm Clock and 30-Pin iPod Speaker Dock, DM-H22",eKids by iHome's Disney inspired dual alarm clock speaker system offers two separate alarm settings with gentle wake buzzer alarm. Wake and sleep to any docking iPod model. Universal 30 pin dock charges and plays. Dynamic speaker offers a full range of sound. The backlight LCD shows both the time and alarm time. Programmable snooze control.,196062,B005Q79VBG,2
no Amazon offer exists,"Polk Audio RM7 Satellite Speaker (Single, Black)","Sound this big from speakers this small just has to be heard to be believed. The Polk Audio RM7 satellite loudspeaker complements today's stylish high tech flat panel TVs and audio electronics. Heavy duty, non resonant composite enclosures feature an elegant, high gloss finish creates the ideal décor accent. Polk speaker technology ensures superior system performance, delivering rich, full bodied, big speaker sound. Mount the speakers on shelves, or next to your plasma or flat screen television using their flexible wall mount brackets.",582422,B000YNOWTS,2
no Amazon offer exists,"TIC ASP120-6.5"" Outdoor Weather-Resistant Patio Speakers with 70v Switch (Pair)","Many companies produce outdoor speakers, but few actually specialize in the field. TIC, however, does exactly that, which is why its ASP-120W exterior patio speakers are such a find. Hailing from the company's Architectural series, the full-range 120-watt speakers feature a weatherproof design with Teflon-sealed internal cabinetry and UV-resistant ABS housing, ensuring that neither rain showers nor scorching sun will damage the circuitry. They're also switchable between 8 ohm and 70-volt applications (with settings for 2.5, 5, 10, 15, and 20 watts), so bars, resorts, or other businesses can use the speakers for commercial applications, or homeowners can simply set them up near their backyard seating area. In a pinch, listeners can also install them indoors, as they're certified for both interior and exterior use. <p> More importantly, the speakers sound crisp and clear thanks to the high-quality Y30 ferrite magnets and low-resonance frames. The speakers also boast 6.5-inch polypropylene cone woofers and high-density blown neoprene mounting bumpers, which combine to deliver a frequency response of 95 Hz to 20 kHz. <p> And unlike many exterior speakers that quickly wear down because of cheap, unreliable cabinets, the ASP-120W's housing resists infestation, mildew, and fungus growth for years of long-term performance. Additional features include five-way gold-plated binding posts that ensure a top-quality signal transfer and adjustable swinging brackets that let listeners adjust the speakers to the perfect angle. Each speaker measures 7.6 by 12 by 8.6 inches (W x H x D) and weighs 10.25 pounds. <p> <b>What's in the Box</b><br> Two ASP-120W speakers, mounting brackets and fasteners, user's manual.",270301,B0002C84DG,2
no Amazon offer exists,"Tekpower TP1803D Lab Grade Variable Linear DC Power Supply, 0-18V @ 0-3A PC, with Alligator Cable and Power Cord,for Labs","The Tekpower TP1803D variable DC power supply is a compact and affordable instrument that is suitable for both home and industrial use. This digital DC power supply has maximum output voltage of up to 18 volts and current up to 3 amps. It comes with rotary switches for setting up the voltage and current. With its reliability and versatility, it's an invaluable and indispensable tool for testing, science project and etc., ideal for labs, research institutes, R & D facilities.
Specifications:
Output DC Voltage: 0.0 - 18.0V
Output DC Current: 0.00 - 3.00 A
Input Voltage: 110V/AC, 60Hz
Voltage and Current adjustment
Voltage regulation: CV < 0.01% + 3mV, CC < 0.2% + 6 mA
Load regulation: CV < 0.01% + 3mV, CC < 0.02% + 3mA
Ripple and noises: CV < 1 mV rms, CC < 3 mA, rms
Protection: High current limiting
Operating Temperature: 0 - 102 F (0 - 40 C), Relative
Humidity: < 80%
LCD Accuracy is within +/- 2.5%
Size: 9 ½ x 6 x 3 ¾ inches
Weight: approx. 7 lbs
What's in the box: TP1803D power supply Power cord Test leads with alligator clips (28 inches long) User manual Tekpower is a registered trademark in the United States, any unauthorized use of our trademark is a violation of both Federal and State trademark laws and could subject to liability for damages and penalties. Your feedback is not only important to us but also beneficial to other customers, therefore we'd like to invite you to submit a review for this TP-1803D power supply, your input would be greatly appreciated.",97712,B00EUH18DC,3
no Amazon offer exists,Panasonic BR1225 3 Volt Lithium Coin Battery (pack of 5),"BR1225 (5 batteries in zip bags) - 3 Volt 48 Mah Lithium Coin Cell Batteries. This battery can be used as a replacement in Thermometers, Dog Collars, Key-less Remotes, PDAs, Scales, Remote Controls and other equipment. No Mercury. Please be Aware of Online Pirate Companies Who Make Their Own Batteries With Low Grade Materials or Don't Follow US Lithium Battery Shipping Guidelines, Allowing for Possible Internal and Short Circuit Damages Which Can Cause Fire.",120778,B003IPUH70,2
no Amazon offer exists,Able Planet XNC230 Extreme Foldable Noise Canceling Headphones (Pink Plaid),Around the Ear Active Noise Canceling Headphones with Award Winning LINX Audio Technology,454524,B003VDTFOK,1
no Amazon offer exists,Nobsound MS-10D MKIII HiFi Bluetooth Hybrid Tube Power Amplifier Stereo Subwoofer Amp USB/Opt/Coax,"Features:
 With 5 kinds of audio input (Bluetooth, USB, Coaxial, Optical, RCA) and 3 kinds of audio output (Banana speakers, subwoofer, 3.5mm headphone), compatible with almost all audio devices such as mobile phone, notebook, PC, PSP, CD players and so on to meet the different needs of home audio systems.
 Low-requency signal output is speciallyed designed to connect active subwoofer, strengthen bass sound effects to bring more shocking experience just like in the cinema. With treble and bass control to bring more delicate sound according to your own listening style.
 Using 6P1 and 6N1 vacuum tubes, the sound is clear, warm, smooth and delicate, U-disk supporting lossless music formats such as WMA/WNV/MP3/FLAC to provide HiFi enjoyment.
 Unique design and attractive appearance, exquisite black lacquered panel and retro vacuum tube are combined to create a luxurious and elegant artistic atmosphere, very suitable for home and desktop audio system use.


Parameters:
 Audio input: Bluetooth, USB/U-disk, Coaxial, Optical, RCA
 Audio output: speaker jack, 3.5mm headphone jack, subwoofer
 U-disk supporting formats: WMA/WNV/MP3/FLAC
 Bluetooth version: 4.2
 Rated power: 25Wx2
 Tube model: 6P1x2+6N1x2
 Frequency response: 20HZ-20KHZ
 Input impedance: 47
 Output impedance: 4-16Ω
 Signal to noise ratio: 80DB
 Dimensions: 312*270*150mm
 Net weight: 4.0KG
 Package weight: 5.0KG


Packing List:
 1*Tube Amplifier with Power Cord
 1*Audio Cable",120980,B00KFGKKR2,2
no Amazon offer exists,Advance by TIMEX 4056 6 Natural Sound Led Alarm Clock,"The Timex Story



Timex Group B.V. is one of the best-known American watch companies. Timex's U.S. headquarters are located in Middlebury Connecticut and it has substantial operations in China, the Philippines and India and full scale sales companies in Canada, the UK, France and Mexico.
The company began in 1854 as Waterbury Clock in Connecticut's Naugatuck Valley, known during the nineteenth century as the ""Switzerland of America."" Sister company Waterbury Watch manufactured the first inexpensive mechanical pocket watch in 1880. During World War I, Waterbury began making wristwatches, which had only just become popular, and in 1933 it made history by creating the first Mickey Mouse clock under license from Walt Disney, with Mickey's hands pointing the time.
During World War II, Waterbury renamed itself U.S. Time Company. In 1950 the company introduced a wristwatch called the Timex. Over the next three decades, Timex was sold through a series of advertisements which emphasized its durability by putting the watch through ""torture tests,"" such as falling over the Grand Coulee Dam or being strapped to the propeller of an outboard motor, with the slogan ""It takes a licking and keeps on ticking."" With the help of former Olympic broadcaster, spokesman John Cameron Swayze, sales took off. The company later became Timex Corporation, then Timex Group and, to date, has sold over one billion watches.
The company has remained very competitive and the Timex brand continues its dominance through present day. Its primary market remains the United States and Canada, although the Timex brand is sold worldwide due to its ability to capitalize on its strong brand image and reputation for quality.
One of the most successful and important features available on many Timex watches is the Indiglo backlight system. Indiglo is a brand name of Indiglo Corporation, solely owned by Timex for licensing purposes. Timex electroluminescent lamps, branded Indiglo, were introduced in 1992 in the Ironman watch line. They were an immediate success. The Indiglo lamp uniformly lights the surface of the Timex’s watch dials in a manner that makes the dial read very easily in many different light settings. In some newer watches the Indiglo backlight only lights up the numbers, rather than the entire LCD display, which is achieved by means of a specialized film that inverts the LCD transmissivity.
Today, Timex Group products are manufactured in the Far East and in Switzerland often based on technology that continues to be developed in the United States and in Germany. With a large and varied line of watches, Timex has the style for everyone. From the locker room to the board room, there is a great Timex style time-piece for you.



From the Manufacturer


Timex branded alarm clocks, clock radios and CD clock radios are designed to appeal to virtually every age group in your home. From kids to tweens, teens to adults, there is a Timex product for everyone.
 Features
 

Bright red .9 LED display 
3 different sounds to sleep, 3 different sounds to awake 
Sleep/alarm/snooze function 
Volume control",7104527,B0002EXF1K,2
no Amazon offer exists,Sennheiser Momentum In Ear (iOS version) - Black Red,"Joining Sennheiser's Style Selection series, MOMENTUM In-Ear brings together elegant appearance and high-performance sound. Created for individuals who follow their own path, MOMENTUM In-Ear celebrates mobility, freedom, ambition and excellence. Available in high-gloss black with red accents and mirror chrome detailing, these new earphones capture the style and sound of Sennheiser's acclaimed MOMENTUM headphones in a compact in-ear design - powerful bass, detailed vocal projection and great sound stage. Ear adapters in a range of sizes combined with a new slim stainless steel enclosure ensure a perfect fit for excellent attenuation of external noise. A newly designed oval cable geometry imparts a solid feel of quality while contributing to superior sound quality. Momentum In-Ear will be available in Apple iOS and Samsung Galaxy versions featuring convenient three-button in-line remotes with integrated mic for controlling music and taking calls. A premium carry case is included, finished with the same attention to detail and styling as the earphones. MOMENTUM In-Ear delivers an incredible listening experience in the smallest, most compact form.",64258,B00N3RFFZ2,1
no Amazon offer exists,Rio 600 32 MB Digital Audio Player (MP3/WMA),"Amazon.com

With the Rio 600, Diamond adds customizable features and high-end audio you can't get from other players. Capture and play back up to a hour of digital-quality music from the Internet or your CDs. Seize your audio, master your mix, retool your memory, even select your faceplate color--it's complete freedom of choice.
The Rio 600 supports the most popular audio formats like MP3 and WMA, and it is upgradable to support emerging digital standards so your Rio is always up to date. SDMI compliance means you can download secure tracks from all the major recording labels. The 32 MB of memory will hold up to an hour of digital-quality music and 16 hours of spoken word. You can also upgrade your Rio 600 with separate snap-on memory backpacks up to 340 MB to give you up to 9 hours of music playback. The USB interface allows you to download songs from your PC or Mac to your Rio faster than with any other interface type.",657730,B00004SPUN,2
no Amazon offer exists,Simran AR- 2000 Watts Voltage Converter Regulator Heavy Duty with Built-in Step Up/Down Transformer 110V / 120V / 240V,Converts 110/120V to 220/240V OR converts 220/240V to 110/120V (switch is on back of unit) On/Off switch with indicator lamp. Analog meter on front of unit shows exact output voltage. Voltage stabilizer good for countries with unstable voltage supply. 4 outlets on front of unit (outlets accept 3 or 2 prong US plugs and 2 prong Euro/Asian plugs). Insulated power cord is hard wired with a US Shucko plug (grounded 3 prong US adapter),1108652,B003UR69QY,1
no Amazon offer exists,Sylvania Wireless Bluetooth Stereo Over Ear Headphones with Microphone - Black,Sylvania SBT214 Bluetooth Black Stereo Headphones,563185,B00DU4VSGI,1
no Amazon offer exists,Tivoli Audio Model One Bluetooth AM/FM Radio (White/Silver),"Imagine the ideal radio. With a tuner that brings clarity to many of the weakest stations and Bluetooth, the Model One radio begins with a handmade wood cabinet that is both beautiful and the ideal acoustically inert housing. With just three knobs, it is the antithesis of today’s ever more complex electronic products. But behind the Model One’s simple appearance hides a multitude of technology, facilitating higher sound reproduction and better reception over anything else near it in size.",130355,B009DJJJR4,2
no Amazon offer exists,RCA RCD331BK Portable CD Player with AM/FM Radio - Black,"Take your favorite audio with you anywhere with the RCA RCD331BK CD player boombox. This top-loading CD player supports CD, CD-R and CD-RW playback but it also has an AM/FM radio. If you want to use it with your favorite mp3 player or ipod, use the audio line-in jack for conenction to those portable media playing devices. With a comfortable built-in handle and both AC and battery operation, you can take this boombox just about anywhere.",209733,B004CHLHTA,2
no Amazon offer exists,Aurum Ultra Series High Speed HDMI Cable with Ethernet - HDMI Extender Braided Cable Supports 3D and Audio Return Channel up to 4k Resolution 1.5FT HDMI Cable 5 Pack,"Aurum Cables Category 2 Certified High Speed High Speed HDMI Cable with Ethernet - Supports 3D, Audio Return Channel and Up To 4K Resolution 

 * HDMI cable with
AUDIO RETURN - combines both audio and video into one cable
 * Ethernet Channel For Sharing Internet Between HDMI Devices
 * Compatible with all HDMI Devices

 HDMI combines both audio and video into one convenient cable, so it's all you need to connect your HDTV to your A/V receiver, Blu-Ray / DVD player, Microsoft XBOX ONE, Microsoft XBOX 360, Sony PlayStation 4, Sony PlayStation 3, and other High Definition (HD) Cable Box, Personal Computer, Laptop, Netbook or any other (High Definition Multimedia Interface) device with an HDMI output.


Compatibility
 - Supports 3D Content
 - Guaranteed 4Kx2K, 1440p, 1080p, 1080i, 720p, 480p, and 480i Resolutions
 - Supports Audio Return Channel
 - Supports Highest Refresh Rates Available
 - Supports Transfer Rates of Up to 340Mhz or 10.2gbps
 - Supports True HD Dolby 7.1 and DTS-HD Master Audio
 - HDCP Compliant


Quality Construction
 - Full Metal Shielding Within Connectors For Durability and Interference Protection
 - Shielding Throughout Cable
 - HDMI connectors are 24K Gold plated.


Buy With Confidence 
 We at Aurum Cables put tremendous effort in excellence of quality in the cables, all Aurum Cables HDMI cables are backed by a Limited Lifetime warranty. Please contact us via email if you have any questions or concerns.",62550,B009DMI3GY,2
no Amazon offer exists,Sony D-EJ001 CD Walkman (White),"Amazon.com

The D-EJ001 CD Walkman from Sony features a stylish, compact, full-circle design. Pop in a disc and enjoy your favorite tunes with the skip-free G-Protection Technology. With this built-in feature, you'll be able to listen to your CDs on the go, without missing a beat, and with CD-R/RW playback, you'll be able to play almost any disc in your music collection.
This Walkman features eight different playback modes. You can rock out to single track over and over; reorder the tracks of your favorite CD for a personal touch, or mix it up, listening to tracks at random. And you can really pump up the bass with the Digital Mega Bass sound. You'll be surprised by the deep, rich bass tones and the low harmonic distortion.
The new clip style headphones wrap elegantly around your ears, holding the small earbuds in place. Best of all, this Walkman will provide you over 12 hours of continuous playback with only two AA batteries.
You'll look flashy and stylish with the clean white color and contemporary design. Clip one to your belt today and accent your outfit with the Sony D-EJ001 CD Walkman.
What's in the Box
Sony D-EJ001 CD Walkman (white) and one pair clip-style headphones.

Product description

With its compact full circle body, the Sony D-EJ001 embodies the distinctive styling and comfort that sets Sony apart from all other portable CD players. Then again, the sound and skip-free protection is also inimitably Sony. This model is available in 4 colors. Buy all 4 and use one each day to match your mood. Digital Volume Function for precise adjustment of volume level, while the volume level appears on the LCD display Two-Position Automatic Volume Limiter System ( AVLS ) maintains volume output at levels below distortion threshold for cleaner sound reproduction Color - WHITE",262862,B0007Y6AD0,2
no Amazon offer exists,Sony D-NE319 MP3/ATRAC CD Walkman (Blue),"Amazon.com

With Sony's DNE-319 MP3/ATRAC CD Walkman Portable Compact Disc Player (Blue), you can be assured that you'll never have to worry about missing your music or skipping a beat while you're on the go.
The player's Skip-Free G-Protection technology provides quick recovery from both horizontal and vertical shocks, so hitting those unexpected pot holes or making sudden stops won't ever interfere with your listening. Playback options include 18 playback modes and a bookmark function that offers a wide array of listening choices, including hearing one track repeatedly, hearing a selection of tracks in a desired order, or listening to tracks randomly.
Compatible with Sony's ATRAC3plus technology, the DNE-319 Walkman is loaded and ready to play the rewritable CDs of albums and tracks you download and burn from Sony's Connect Music Store. The player also comes bundled with Sony's SonicStage CD Simple Burner software. Compatible with most CD burners, this application transfers songs from CDs or MP3 music files from your PC's hard drive and burns them to recordable CDs using ATRAC3plus compression.
ATRAC3plus is Sony's high-quality audio-compression technology that reduces the size of digital audio files while preserving much of a track's original sound quality (similar in concept to MP3 or Dolby Digital sound formats). With ATRAC3plus, music can be burned and compressed at 132, 105, 66, 64, or even 48 kbps (kilobits per second), letting you select the right balance between fidelity and storage space, and allowing you to burn up to 490 songs to a disc at 48 kbps.
Other features include Sony's Digital Mega Bass Sound, which produces rich, deep, bass tones with extremely low harmonic distortion; a five-direction control key, which means that you control five individual functions from a single button; a three-line LCD that provides fast and easy identification of track, title, album and artist information along the location of specific songs; and an automatic shut-off feature that powers the player down when it's not in use, helping to further conserve battery power.
About Sony Connect Music Store and ATRAC3plus
Sony's Connect Music Store (http://musicstore.connect.com) offers one of the most extensive music collections online. Customers can choose single tracks or entire albums from independent and major-label artists for purchase and download. Sony's proprietary ATRAC3plus is an advanced audio compression and Digital Rights Management (DRM) technology offering multiple bit rates, allowing you to create music compilations tailored to your listening preference with the ability to get up to 490 songs on one CD-R/RW disc at 48 kbps. Songs downloaded and burned onto CD-R/RW media using ATRAC3plus technology can be played on any device that supports ATRAC3plus.
What's in the Box
Sony DNE-319 MP3/ATRAC CD Walkman Portable Compact Disc Player (Blue), MDR-027LP Stereo Headphones, and SonicStage Software on CD-ROM.



Product description

The Sony D-NE319 CD Walkman(R) delivers the best in CD playback with the options you need to get more fun out of your music. Skip-Free G-Protection(TM) Technology adds shock protection for skip-free listening. ATRAC CD-R/RW Playback and bookmark playback lets you enjoy your own mixes and programs your favorite songs with the touch of a button. Digital Mega Bass(R) Sound uses digital processing technology to produce rich, deep, bass tones. 18 playback modes give you multiple choices, from hearing one track over and over, to random and shuffle play. The Automatic Volume Limiter System (AVLS) maintains volume below distortion thresholds, for cleaner sound. 2 position automatic volume limiter system (AVLS) Runs on 1 AA battery (not incl.) Comes with Walkman(R) earbud headphones SonicStage software supplied Color - Blue",257662,B0007Q2GQS,2
no Amazon offer exists,"Eton Sound 100 AM/FM Radio, Silver (Discontinued by Manufacturer)","Amazon.com

The Eton Sound 100 AM/FM Radio brings you a classic musical companion with a stylish new twist. Eton has updated the retro glamour of radios past with swooping, curved lines, and today's in-demand, bold colors so that this old-school music box will add a touch of flair to any modern decor.
The Eton Sound 100 radio packs a wallop that makes it perfect for both home and office use. This unit covers the AM frequencies from 520 to 1710 KHz in 10 KHz increments, and the FM RDS frequencies from 87.50 to 108.00 KHz in 0.05 KHz increments. The ES 100 radio features five AM and five FM memory preset station assignments so you can quickly jump to your 10 favorite stations, an encoder volume control, and manual scan tuning. This radio also features an auto station function that locates and locks on to the strongest station signal, as well as an auto tune function that provides a programmed list of services.
The stylish ES 100 utilizes a high-sensitivity, digital PLL tuner for excellent AM/FM reception and sensitivity, and a built-in LCD display with a 2.4 x 0.98 inches (W x H) viewing area that is gently illuminated so it won't keep you awake, with a blue back light, black characters, and a two-line display that indicates time, station, alarm, band and presets. The clock on this radio is in 12-hour format, lets you select between radio and buzzer alarms, and provides you with a sleep timer and snooze function. And for the ultimate in convenience, this handy little unit even lets you operate it via an included infrared remote control.
This radio has built-in, 3.5-millimeter auxiliary line-in and audio line-out jacks for connecting an MP3 or CD player, and/or a set of headphones or additional speakers, as well as an AC power jack for connecting the included AC power adapter. The ES 100 utilizes an external aerial connection socket, a single-channel amplifier, and a three-inch, full-range, magnetically-shielded, high-fidelity front-firing mono speaker that is capable of producing incredibly powerful, distortion-free room-filling sound. The FM antenna is a chrome-plated telescoping aerial with a 360-degree swivel and rotation, while the AM antenna is a built-in loop. This radio has rubber feet on the bottom to prevent surface scratches, and includes a battery back-up that stores real time during a power failure and requires two AA batteries (not included). This Eton Sound 100 AM/FM radio comes in silver, weighs 2.82 pounds, measures 8.27 x 4.53 x 5.1 inches (W x H x D), and is backed by a manufacturer's one-year warranty.
What's in the Box
Eton Sound 100 AM/FM radio in silver, AC adapter, infrared remote control, owner's manual and warranty card.

Product Description

Etón has updated the retro glamour of radios past with swooping, curved lines and today's in-demand colors. This little radio packs a wallop, making it ideal for home or office use. Go ahead¿pick your favorite color.",821740,B000OV7OI6,2
no Amazon offer exists,Coby CX61 Mini FM Scanner Radio with Neck Strap,"Product Description

radio; mini; clock; cd; player; tape; player; fm; am; time

Amazon.com

No matter where you are, the Coby CX-61 mini FM radio with neck strap lets you keep up with the latest news and traffic reports or just listen to the music station you're in the mood for. Extremely sleek and compact, with dimensions of just 1 x 3.5 x 1-inches, the CX-61 runs on two ""AAA"" batteries and hangs comfortably around your neck, letting you keep your hands free when you are running errands or just going out for a walk. A sensitive FM scanner and digital radio display help you find the best reception possible, and a built-in light lets you read the station settings at any time of day. Lightweight earphones are included to give you stereo sound without having to worry about disturbing others. So whatever you're doing, bring the CX-61 FM radio along and stay connected to the airwaves.",505510,B000BICOO6,2
no Amazon offer exists,iriver iFP 799T 1 GB Flash MP3 Player,"Product Description


Available storage capacity may vary.


From the Manufacturer


The iFP-799 combines advanced iRiver sound quality with a stylish, wearable design. It features 1GB of internal memory for up to 34 hours of music, extended battery life up to 40 hours on one AA, a built-in FM tuner and voice recorder. It also records music from any audio source. Plus, this ultra-light, skip-free player can be used to store music or transfer files of any type.
 Box Contents
 

iFP-799T music player 
iRiver earphones 
Sport arm band and carrying case 
Neck strap 
Preloaded tracks from eMusic 
USB 2.0 cable 
Line-in cable 
Installation CD (PC/Mac) 
1 AA battery",821705,B00024VTKE,2
