index,age,race,sex,education,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,y
3447,41,4,0,11,0,8,4,32,4,308550,9,0,0,60,0
3448,23,4,0,6,0,0,1,32,0,283806,5,0,0,35,0
3449,27,1,0,9,4,1,3,17,4,288229,13,0,0,50,0
3450,52,4,1,9,0,9,1,0,4,201310,13,0,0,40,0
3451,29,4,0,1,4,9,1,32,4,200381,7,0,0,40,0
3452,19,4,0,2,4,1,3,32,4,272800,8,0,0,25,0
3453,40,4,1,15,2,8,0,32,4,235786,10,0,0,44,1
3454,43,4,1,8,2,4,0,32,4,341358,11,0,0,40,1
3455,40,4,1,15,2,9,0,32,4,77975,10,0,0,40,0
3456,50,4,1,15,2,9,0,32,5,119099,10,0,0,99,1
3457,37,4,0,15,0,1,1,32,4,179088,10,0,0,40,0
3458,19,4,1,15,4,8,3,32,6,36012,10,0,0,20,0
3459,50,4,1,11,2,0,0,32,0,194186,9,0,0,60,0
3460,22,4,1,15,4,4,1,32,4,287988,10,0,0,20,0
3461,45,4,1,15,4,10,2,32,4,28035,10,0,0,50,0
3462,62,4,1,5,2,0,0,32,0,83439,4,0,0,40,0
3463,43,4,1,7,2,11,0,32,4,388849,12,0,0,60,0
3464,28,4,1,11,4,9,1,32,5,191129,9,0,0,65,1
3465,31,4,1,12,2,9,0,2,4,176185,14,0,0,60,1
3466,31,4,0,11,4,1,3,32,4,173002,9,0,0,40,0
3467,20,4,0,0,0,0,1,32,0,327462,6,0,0,40,0
3468,53,4,1,5,2,9,0,32,4,278114,4,0,0,40,1
3469,20,4,0,15,4,13,3,32,4,334105,10,0,0,10,0
3470,59,4,0,6,5,12,4,18,4,230899,5,0,0,40,0
3471,42,4,0,15,4,9,1,32,4,194710,10,0,0,40,0
3472,62,4,1,15,2,8,0,32,4,170984,10,0,0,45,0
3473,32,4,1,15,4,2,1,32,4,249550,10,0,0,44,0
3474,40,4,0,15,0,1,4,32,4,175686,10,0,0,40,0
3475,47,4,1,15,2,9,0,32,6,255934,10,0,0,80,0
3476,30,4,1,15,2,12,0,32,4,487330,10,0,0,30,0
3477,50,4,1,9,0,4,1,32,6,231196,13,0,0,50,0
3478,44,2,0,15,4,1,1,32,4,128676,10,0,0,40,0
3479,39,4,1,12,4,2,1,32,4,225504,14,0,0,40,0
3480,32,4,1,11,2,6,3,32,4,202729,9,0,0,40,0
3481,44,4,1,15,2,8,0,32,6,219591,10,0,0,40,0
3482,30,4,1,11,2,11,0,32,4,342709,9,0,0,40,0
3483,64,4,0,15,4,1,1,32,4,151364,10,0,0,40,0
3484,29,4,1,11,2,12,0,32,4,367329,9,0,0,40,0
3485,34,4,0,11,0,13,4,32,4,216864,9,0,3770,45,0
3486,47,2,0,15,0,2,4,32,6,166894,10,0,0,40,0
3487,28,4,0,15,4,13,1,32,4,108574,10,0,0,40,0
3488,40,4,0,11,0,13,1,32,2,33274,9,0,0,50,0
3489,28,4,1,3,4,10,4,18,4,388112,2,0,0,77,0
3490,18,4,1,15,4,1,3,32,4,77845,10,0,1602,15,0
3491,19,4,1,15,4,2,3,32,7,261422,10,0,0,40,0
3492,37,4,1,9,2,4,0,11,6,204501,13,0,0,20,1
3493,33,4,1,11,2,9,0,32,4,99309,9,0,0,50,0
3494,65,4,1,11,2,0,0,32,0,111916,9,0,0,40,0
3495,56,4,1,10,2,2,0,32,1,196307,16,0,0,40,1
3496,55,4,1,15,2,1,0,32,1,321333,10,0,0,40,1
3497,30,4,1,11,4,12,3,32,4,97723,9,0,0,45,0
3498,40,2,1,9,5,1,4,32,4,289403,13,0,0,35,0
3499,20,4,0,15,4,2,3,32,4,138938,10,0,0,10,0
3500,60,4,0,11,5,13,1,32,4,205934,9,0,0,25,0
3501,36,4,0,11,4,13,1,32,4,114988,9,0,0,40,0
3502,52,4,1,12,2,2,0,32,4,127315,14,0,0,40,1
3503,19,4,1,11,4,6,3,32,4,42069,9,2176,0,45,0
3504,23,4,0,15,4,1,3,32,7,309055,10,0,0,20,0
3505,47,4,1,7,2,6,0,32,7,306473,12,0,0,40,0
3506,47,2,1,1,4,6,1,32,4,161676,7,0,0,40,0
3507,24,4,0,9,4,1,3,32,4,187717,13,0,0,40,0
3508,28,2,1,11,2,1,0,32,4,99478,9,0,0,40,0
3509,26,1,1,12,4,2,1,10,4,160261,14,0,0,20,0
3510,56,4,1,15,2,8,0,32,2,238582,10,0,0,41,1
3511,59,4,0,11,5,13,1,32,4,192983,9,0,0,40,0
3512,48,4,1,9,2,9,0,32,5,81513,13,0,0,50,1
3513,22,4,0,15,4,4,2,32,4,151105,10,0,0,18,0
3514,31,4,0,11,2,12,5,32,4,101562,9,0,0,55,0
3515,26,4,0,12,4,2,1,32,4,205109,14,0,0,40,0
3516,38,4,1,9,2,5,0,32,4,172538,13,0,1977,40,1
3517,41,4,1,11,0,8,1,32,6,190290,9,0,0,40,0
3518,64,4,1,8,2,8,0,32,5,181408,11,0,0,10,0
3519,38,4,1,11,2,8,0,32,4,259019,9,0,0,44,0
3520,57,1,1,9,2,9,0,28,4,182677,13,4508,0,40,0
3521,43,4,0,11,0,9,4,32,4,160674,9,0,0,40,0
3522,26,4,0,11,0,1,3,32,7,197156,9,0,0,30,0
3523,55,4,1,12,2,9,0,32,4,197399,14,99999,0,55,1
3524,20,4,1,11,4,11,3,32,4,104164,9,0,0,40,0
3525,62,4,1,11,2,12,0,32,4,200332,9,0,0,40,0
3526,51,4,1,11,0,4,1,32,4,201127,9,0,0,45,0
3527,54,4,1,12,2,2,0,32,2,185846,14,0,1977,40,1
3528,33,4,1,15,4,0,3,32,0,186824,10,0,0,40,0
3529,29,4,1,14,4,2,3,32,4,78261,15,0,0,50,0
3530,44,2,1,11,2,11,0,32,4,443040,9,0,0,40,0
3531,60,4,1,11,2,12,0,32,4,187124,9,0,0,40,0
3532,23,4,1,15,4,1,3,32,4,262744,10,0,0,40,0
3533,52,4,1,15,0,9,1,32,5,415037,10,0,0,65,1
3534,68,4,1,10,2,2,0,32,4,193666,16,20051,0,55,1
3535,34,2,0,7,0,4,4,32,4,175413,12,0,0,45,0
3536,29,4,0,11,4,1,3,32,4,342989,9,0,0,40,0
3537,53,4,1,9,2,1,0,32,4,95469,13,0,1902,40,1
3538,43,4,1,11,2,8,0,32,4,149909,9,0,0,42,1
3539,57,4,1,14,2,2,0,32,5,159028,15,99999,0,60,1
3540,27,4,1,15,4,9,1,32,4,68037,10,0,0,45,0
3541,32,4,0,11,5,13,1,32,4,172579,9,0,0,30,0
3542,40,4,0,15,4,1,1,32,1,36885,10,0,0,50,0
3543,39,4,0,12,4,2,3,32,4,290922,14,0,0,40,0
3544,34,4,0,15,0,4,1,32,4,97355,10,0,0,60,0
3545,39,4,1,15,0,6,1,32,4,117381,10,0,0,65,0
3546,25,4,0,15,4,4,1,32,4,178326,10,0,0,40,0
3547,31,4,1,11,2,2,0,32,4,132996,9,5178,0,45,1
3548,42,4,0,11,0,8,4,32,4,236323,9,0,0,40,0
3549,59,4,1,11,2,9,0,32,6,325732,9,0,1902,52,1
3550,42,4,1,15,2,10,0,32,6,170649,10,0,0,60,0
3551,73,4,1,1,2,0,0,32,0,90557,7,0,0,8,0
3552,36,4,0,9,4,1,1,32,4,66173,13,0,0,50,0
3553,36,4,1,11,2,12,0,32,4,184655,9,0,0,48,0
3554,29,4,0,15,2,0,5,32,0,112963,10,0,0,40,0
3555,38,4,1,11,2,13,0,32,4,197077,9,0,0,40,0
3556,26,4,1,11,4,11,1,32,4,236564,9,0,0,40,0
3557,25,4,1,11,2,11,0,32,4,363707,9,0,0,40,0
3558,55,4,1,15,2,6,0,32,6,95149,10,0,0,99,0
3559,31,4,1,15,4,8,1,32,4,459465,10,0,0,50,0
3560,61,4,0,9,5,4,1,32,5,227232,13,0,0,30,0
3561,53,4,0,12,0,2,4,32,4,174020,14,0,1876,38,0
3562,37,4,1,15,2,8,0,32,4,187748,10,0,0,40,0
3563,44,4,1,11,2,6,0,0,5,195124,9,0,0,60,0
3564,38,4,1,8,2,4,0,32,4,208358,11,0,0,40,0
3565,31,4,1,15,2,1,0,32,4,206541,10,0,0,40,0
3566,42,4,1,11,2,6,0,32,4,344624,9,0,1902,50,1
3567,53,4,0,6,0,13,1,11,4,117496,5,0,0,36,0
3568,47,4,1,7,2,3,0,32,7,469907,12,0,1740,40,0
3569,27,4,0,15,2,11,5,32,4,19395,10,0,0,35,0
3570,31,4,1,11,4,4,2,32,4,219619,9,0,0,48,0
3571,36,4,1,11,2,8,0,32,4,24106,9,3103,0,40,1
3572,21,4,0,15,4,13,3,32,7,166704,10,0,0,14,0
3573,33,4,1,11,3,4,1,32,4,314310,9,0,0,20,0
3574,33,4,0,11,2,4,5,32,4,179758,9,0,0,20,0
3575,52,4,1,10,2,2,0,12,7,149650,16,0,0,40,1
3576,24,4,1,15,4,11,1,32,4,165064,10,0,0,40,0
3577,39,4,1,11,2,6,0,32,4,236391,9,0,0,50,1
3578,29,4,1,8,4,8,1,32,4,228346,11,0,0,50,0
3579,55,4,1,15,2,5,0,11,4,98746,10,0,0,50,1
3580,53,4,0,15,0,1,1,32,2,132304,10,0,0,40,0
3581,40,4,0,11,0,1,4,32,4,382499,9,0,0,50,0
3582,34,4,0,9,4,9,1,32,4,61272,13,0,0,40,0
3583,29,2,0,2,3,13,1,32,4,37933,8,0,0,40,0
3584,47,4,1,5,2,6,0,32,7,103743,4,0,0,40,0
3585,49,4,0,9,0,2,4,32,2,106554,13,0,0,40,1
3586,39,4,1,15,4,8,1,32,6,142573,10,0,0,25,0
3587,36,4,1,1,2,12,0,32,4,93225,7,0,0,40,0
3588,33,4,1,5,4,10,1,18,4,224258,4,0,0,40,1
3589,22,4,1,1,4,6,1,32,4,72310,7,0,0,65,0
3590,27,4,1,11,2,10,0,32,6,151402,9,0,1573,70,0
3591,31,4,0,11,2,12,5,32,4,292592,9,0,0,40,0
3592,29,4,1,0,2,8,0,32,6,160786,6,0,0,35,1
3593,47,4,1,11,2,6,0,32,4,148884,9,0,0,60,0
3594,23,4,0,9,4,13,3,32,4,222835,13,0,0,30,0
3595,25,4,0,7,4,1,1,32,4,117589,12,0,0,40,0
3596,23,1,1,15,4,1,2,26,4,154210,10,0,0,14,0
3597,27,4,1,15,4,9,1,32,6,114225,10,0,0,60,1
3598,28,4,0,1,5,8,4,32,4,243762,7,0,0,40,0
3599,22,4,0,15,2,9,5,32,4,43535,10,0,0,40,0
3600,28,4,1,9,2,2,0,32,4,294936,13,0,0,45,0
3601,55,4,0,11,0,13,4,32,2,219775,9,0,0,38,0
3602,43,4,0,11,2,1,5,32,4,105936,9,0,0,35,1
3603,39,4,1,9,2,9,0,32,5,189092,13,0,0,45,0
3604,59,4,0,11,6,13,1,32,4,21792,9,0,0,10,0
3605,29,4,0,9,2,2,5,32,4,137476,13,0,0,35,1
3606,24,4,1,4,4,8,4,39,4,238917,3,0,0,40,0
3607,46,4,1,11,4,8,3,32,2,102308,9,0,0,40,0
3608,21,4,0,15,4,1,3,32,4,394484,10,0,0,40,0
3609,70,4,1,11,2,2,0,32,4,89787,9,0,0,20,0
3610,54,4,1,15,0,8,1,0,6,117674,10,0,0,40,0
3611,38,4,1,15,2,6,0,32,4,122076,10,7298,0,43,1
3612,68,4,1,5,2,0,0,32,0,196782,4,0,0,30,0
3613,47,2,0,9,4,9,4,32,4,200734,13,0,0,45,0
3614,37,4,1,11,2,9,0,32,4,272950,9,0,0,40,0
3615,24,4,0,9,4,4,1,32,4,149342,13,0,0,40,0
3616,53,4,1,11,2,2,0,32,1,266598,9,0,0,40,1
3617,24,4,1,11,4,12,3,32,4,229773,9,0,0,40,0
3618,33,4,1,7,0,13,4,32,1,339388,12,0,0,40,0
3619,24,2,1,15,4,4,1,15,4,69045,10,0,0,40,0
3620,39,4,1,11,2,8,0,32,4,343476,9,0,0,30,0
3621,22,4,1,9,4,4,3,32,4,145964,13,0,0,40,0
3622,36,4,1,11,2,9,0,32,7,345712,9,0,0,40,0
3623,44,4,1,10,2,2,0,32,2,177937,16,0,0,36,1
3624,40,4,0,11,2,1,5,32,2,179580,9,0,0,40,0
3625,29,4,1,11,2,6,0,32,4,163265,9,0,0,40,0
3626,39,4,1,11,0,2,1,32,7,126336,9,0,0,40,0
3627,68,4,0,11,2,0,5,32,0,229016,9,0,0,25,0
3628,29,4,1,0,4,8,1,32,4,136017,6,0,0,48,0
3629,31,4,0,11,4,9,3,32,4,169583,9,0,0,40,0
3630,58,4,0,11,4,1,4,32,4,242670,9,0,0,40,0
3631,37,4,1,15,2,8,0,32,4,172722,10,0,0,40,0
3632,26,4,0,9,4,2,1,32,4,96467,13,0,0,40,0
3633,41,2,0,15,6,1,4,32,4,105616,10,0,0,48,0
3634,46,4,1,14,4,9,1,32,4,186410,15,0,0,50,1
3635,45,4,0,12,0,2,4,32,2,339681,14,1506,0,45,0
3636,57,4,1,11,4,1,1,32,1,370890,9,0,2258,40,0
3637,47,4,1,11,2,1,0,32,4,34248,9,0,0,38,0
3638,46,4,1,9,2,4,0,32,4,129007,13,0,1977,40,1
3639,35,4,1,11,4,8,4,32,4,82552,9,0,0,35,0
3640,37,4,1,7,2,9,0,32,4,251396,12,0,0,65,1
3641,23,4,1,15,4,8,2,32,4,45713,10,0,0,40,0
3642,20,4,1,15,4,13,3,32,4,308239,10,0,0,16,0
3643,36,4,1,14,2,2,0,0,4,150601,15,0,0,50,0
3644,50,4,1,11,0,8,3,26,4,174102,9,0,0,40,0
3645,23,4,0,7,2,4,5,32,4,207415,12,0,0,25,0
3646,48,4,1,11,0,6,1,32,4,143542,9,0,0,40,0
3647,39,4,1,14,4,2,1,32,1,65324,15,0,0,55,1
3648,47,4,1,11,2,6,0,32,4,118972,9,0,0,50,1
3649,41,4,1,11,2,9,0,32,6,126094,9,0,0,38,0
3650,24,4,0,9,4,1,3,32,4,96178,13,0,0,40,0
3651,19,4,1,5,2,8,0,32,4,121074,4,0,0,99,0
3652,22,4,1,15,4,12,1,32,4,208946,10,0,0,40,0
3653,49,4,1,15,4,8,3,32,4,139268,10,0,0,40,0
3654,22,4,1,4,4,11,1,18,4,445758,3,0,0,40,0
3655,44,4,1,11,2,10,0,32,6,38876,9,0,0,40,0
3656,40,4,1,1,4,6,3,32,4,201495,7,0,0,35,0
3657,22,4,0,1,4,4,4,32,4,187052,7,0,0,30,0
3658,33,4,1,15,2,8,0,32,4,113326,10,0,0,50,0
3659,40,4,0,8,0,9,4,32,2,165726,11,0,0,40,0
3660,28,4,1,11,4,6,3,32,4,339002,9,0,0,20,0
3661,22,2,1,15,4,1,2,32,4,162343,10,0,0,22,0
3662,39,2,0,11,0,14,4,32,4,247733,9,0,0,16,0
3663,49,4,1,9,2,2,0,32,6,349986,13,0,0,60,1
3664,35,4,1,11,0,8,4,32,4,267798,9,0,0,40,0
3665,46,4,1,11,4,8,4,32,4,130364,9,0,0,40,0
3666,44,4,1,9,2,9,0,32,4,192225,13,0,0,40,1
3667,33,4,1,9,2,2,0,32,4,231413,13,0,0,40,0
3668,21,4,0,15,4,1,3,32,4,411068,10,0,0,35,0
3669,58,4,0,11,2,4,5,32,5,210563,9,15024,0,35,1
3670,19,4,0,11,4,8,1,32,4,129151,9,0,0,40,0
3671,37,4,0,9,2,2,5,32,2,233825,13,15024,0,50,1
3672,26,4,1,9,2,1,0,32,2,166295,13,0,0,41,0
3673,70,4,1,9,2,4,0,32,4,94692,13,0,0,70,1
3674,35,2,0,0,4,13,4,32,4,340018,6,0,0,38,0
3675,24,2,1,11,4,13,3,32,4,500509,9,0,0,40,0
3676,27,4,1,11,2,4,0,18,4,215014,9,0,0,35,0
3677,70,4,1,8,2,12,0,32,4,141742,11,9386,0,50,1
3678,38,4,1,9,2,8,0,32,4,102938,13,0,0,40,0
3679,23,4,1,11,4,6,3,32,2,314819,9,0,0,40,0
3680,54,4,1,15,2,4,0,32,6,226497,10,0,0,50,0
3681,29,4,1,11,5,8,1,32,6,110663,9,0,0,35,0
3682,49,2,0,9,0,9,4,32,4,114797,13,0,0,40,0
3683,47,4,0,15,6,1,4,32,4,192984,10,0,0,40,0
3684,29,4,1,11,2,6,0,32,4,151382,9,0,0,60,0
3685,36,4,1,11,2,13,0,32,4,369843,9,0,0,50,0
3686,34,4,1,1,2,12,0,32,6,289731,7,0,0,40,0
3687,29,4,0,11,3,1,3,32,4,169631,9,0,0,40,0
3688,46,4,1,12,2,2,0,32,4,261059,14,0,1977,50,1
3689,40,0,1,11,4,8,2,32,2,95639,9,0,0,40,0
3690,29,4,1,9,0,2,1,32,2,181282,13,0,0,50,0
3691,38,4,1,11,2,9,2,32,4,33975,9,0,0,40,1
3692,26,4,0,15,4,4,4,0,4,243560,10,0,0,40,0
3693,24,4,1,6,2,4,0,18,4,329530,5,0,0,45,0
3694,25,4,0,11,4,4,2,32,4,111243,9,0,0,50,0
3695,42,4,1,11,2,1,0,32,4,76487,9,0,0,45,0
3696,41,4,1,7,2,3,0,32,7,222434,12,0,0,40,0
3697,41,4,1,15,2,8,0,32,4,225892,10,0,0,48,1
3698,35,4,1,1,5,6,1,32,4,199288,7,0,0,90,0
3699,35,4,0,9,4,9,1,32,4,162358,13,0,0,50,1
3700,49,4,1,8,0,9,1,32,5,30751,11,0,0,60,0
3701,57,2,1,0,2,12,0,32,4,135796,6,0,0,48,0
3702,42,4,1,11,2,6,0,32,2,255847,9,0,0,40,0
3703,24,4,1,9,4,2,1,32,7,232918,13,0,0,20,0
3704,46,4,0,11,4,4,1,32,4,82946,9,0,0,40,0
3705,56,4,1,0,2,8,0,0,4,165315,6,0,0,70,0
3706,61,4,0,5,0,13,4,32,4,248448,4,0,0,40,0
3707,43,2,0,15,2,5,5,32,4,253759,10,0,0,40,0
3708,46,4,1,11,2,6,0,32,4,219021,9,15024,0,44,1
3709,46,4,0,11,0,1,4,32,4,174995,9,0,0,45,0
3710,56,4,0,12,0,2,1,32,7,67662,14,0,0,39,0
3711,28,4,1,14,2,2,0,32,4,328949,15,0,0,60,0
3712,63,4,1,8,2,10,0,32,6,117681,11,0,0,40,0
3713,45,4,1,7,2,8,0,32,4,241350,12,0,0,45,1
3714,28,4,1,9,4,2,1,32,4,233275,13,0,0,45,0
3715,50,4,1,12,3,2,2,0,4,196193,14,0,0,60,0
3716,43,4,0,11,0,9,4,32,4,183891,9,0,0,40,0
3717,39,2,1,15,4,8,3,32,4,56269,10,0,0,40,0
3718,19,4,0,15,4,4,3,32,4,226913,10,0,0,20,0
3719,57,4,1,11,2,4,0,32,4,148315,9,0,0,30,0
3720,19,4,1,15,4,2,3,32,7,144429,10,0,0,10,0
3721,35,4,1,14,2,2,0,32,4,258339,15,0,0,55,1
3722,32,4,0,8,4,9,1,32,4,187901,11,0,0,23,0
3723,24,4,1,11,4,12,3,32,4,222993,9,0,0,40,0
3724,57,4,1,11,6,6,4,32,4,250201,9,0,0,50,0
3725,28,4,0,6,2,12,5,32,4,209801,5,0,0,40,0
3726,45,4,0,15,0,13,1,32,4,270842,10,0,0,40,0
3727,40,2,0,15,0,9,2,32,4,190621,10,0,0,55,0
3728,18,4,0,1,4,13,3,32,4,78181,7,0,0,30,0
3729,45,4,1,15,0,8,1,32,4,170099,10,0,0,40,0
3730,37,4,1,11,2,4,0,32,4,167415,9,0,0,50,0
3731,33,4,1,9,2,9,0,32,4,206609,13,0,0,45,0
3732,66,4,1,9,2,13,0,32,4,151227,13,0,0,40,1
3733,51,4,1,8,2,11,0,32,4,204322,11,0,0,40,1
3734,64,4,0,15,3,9,4,32,4,169482,10,0,0,40,0
3735,30,4,1,8,4,11,3,32,4,109117,11,0,0,45,0
3736,43,1,0,9,2,12,5,30,6,154785,13,0,0,80,0
3737,22,4,0,9,4,9,3,32,4,349368,13,0,0,30,0
3738,22,2,0,15,4,3,3,32,7,293364,10,0,0,40,0
3739,38,4,1,11,0,8,4,32,4,192939,9,0,0,40,0
3740,57,4,1,9,2,8,0,32,5,33725,13,0,0,50,1
3741,34,4,0,12,6,2,1,32,2,207383,14,0,0,40,0
3742,27,4,1,14,4,2,1,32,7,431637,15,0,0,70,0
3743,40,2,0,15,0,1,1,32,7,166327,10,0,0,35,0
3744,31,4,1,9,2,9,0,32,4,162572,13,0,0,40,0
3745,66,4,1,9,2,4,0,32,4,117746,13,0,0,50,1
3746,39,4,1,14,2,2,0,32,6,126569,15,15024,0,60,1
3747,45,2,1,7,0,1,4,32,4,287190,12,0,0,35,0
3748,24,4,1,11,4,8,3,39,4,653574,9,0,0,40,0
3749,32,4,1,11,2,12,0,32,4,207284,9,0,0,40,0
3750,21,4,1,11,2,12,0,32,4,103205,9,0,0,40,0
3751,62,4,0,11,6,1,4,32,1,177295,9,0,0,40,0
3752,37,4,1,11,2,12,0,32,4,186191,9,0,0,46,0
3753,50,2,0,0,5,1,1,15,4,138358,6,0,0,47,0
3754,47,4,1,12,2,9,0,32,4,190139,14,0,0,40,1
3755,50,4,1,11,2,2,0,32,4,81548,9,0,0,40,0
3756,51,2,0,0,5,1,4,32,4,280278,6,0,0,40,0
3757,68,4,0,15,0,14,2,32,4,144137,10,0,0,30,0
3758,18,4,0,15,4,13,3,32,4,205218,10,0,0,20,0
3759,45,4,1,15,2,2,0,32,1,201127,10,0,0,56,1
3760,68,4,1,11,2,4,0,32,5,140852,9,0,0,40,0
3761,18,4,1,1,4,13,3,32,4,39222,7,0,0,40,0
3762,43,4,0,7,4,1,1,32,4,248186,12,0,0,38,0
3763,24,4,1,9,4,1,1,32,4,211527,13,0,0,30,0
3764,37,4,1,15,2,8,0,32,4,409189,10,0,0,45,0
3765,35,4,0,15,4,11,4,32,1,84848,10,0,0,40,0
3766,35,4,1,11,4,5,3,32,7,98776,9,0,0,40,0
3767,32,2,1,6,2,10,0,32,4,124187,5,0,0,40,0
3768,26,2,1,11,4,12,1,32,4,167848,9,0,0,40,0
3769,19,4,0,15,4,1,3,32,4,206599,10,0,0,16,0
3770,30,4,1,5,0,6,1,32,4,209691,4,0,0,40,0
3771,29,2,1,8,0,5,1,32,4,176037,11,14344,0,40,1
3772,35,4,0,11,4,11,1,32,4,346766,9,0,0,40,0
3773,66,4,1,15,2,6,0,32,4,350498,10,0,1258,20,0
3774,31,4,0,11,5,1,4,0,4,323069,9,0,0,20,0
3775,45,4,0,4,4,12,3,32,4,32896,3,0,0,35,0
3776,33,4,1,9,2,4,0,32,6,312055,13,0,0,45,1
3777,41,4,0,15,2,1,5,32,4,372682,10,0,0,40,1
3778,31,4,0,7,0,1,4,24,4,121768,12,0,0,35,0
3779,43,4,1,5,2,10,0,36,6,343061,4,4508,0,40,0
3780,21,4,1,15,4,1,3,32,4,306114,10,0,0,20,0
3781,26,4,0,1,0,8,1,32,4,147982,7,0,0,40,0
3782,18,4,0,2,4,4,3,32,4,127827,8,0,0,25,0
3783,43,4,1,11,2,12,0,32,4,69333,9,0,0,48,0
3784,67,4,1,1,2,0,0,32,0,184506,7,0,419,3,0
3785,29,4,0,8,0,13,4,33,4,264166,11,0,0,45,0
3786,34,4,1,11,2,8,0,3,4,420749,9,0,0,30,0
3787,32,4,1,9,2,2,0,32,4,396745,13,0,2415,48,1
3788,29,4,1,15,0,8,1,32,6,189346,10,2202,0,50,0
3789,60,4,1,15,2,6,0,32,4,198170,10,0,0,40,1
3790,36,4,1,15,2,6,0,32,4,66304,10,0,0,45,0
3791,39,4,0,7,2,1,5,32,2,111499,12,0,0,20,1
3792,55,4,0,11,0,4,4,32,5,209569,9,0,0,50,1
3793,30,4,0,15,5,1,1,32,4,156718,10,0,0,40,0
3794,61,4,1,15,2,1,0,32,1,136787,10,0,0,40,1
3795,45,4,0,9,0,2,4,32,4,289230,13,0,0,48,1
3796,34,4,1,11,2,9,0,32,4,238912,9,0,0,40,0
3797,25,4,1,15,4,6,4,32,4,98155,10,0,0,40,0
3798,78,4,1,11,6,4,1,32,5,237294,9,0,0,45,1
3799,29,4,1,8,2,11,0,32,4,49087,11,0,0,40,0
3800,27,1,1,9,5,2,1,23,4,188576,13,0,0,40,1
3801,44,4,1,5,2,8,0,32,4,282062,4,0,0,40,0
3802,33,2,0,15,4,13,1,32,4,362747,10,0,0,35,0
3803,39,4,0,15,0,12,4,32,4,158962,10,0,0,40,0
3804,26,4,1,9,4,2,1,0,4,142689,13,0,0,45,0
3805,41,4,0,12,0,2,4,32,2,112797,14,0,0,60,0
3806,28,4,1,9,2,2,0,32,5,204247,13,0,0,50,1
3807,36,4,1,9,2,10,0,32,6,321274,13,0,0,50,0
3808,61,4,1,0,6,10,4,32,4,191188,6,0,0,20,0
3809,56,4,0,11,6,1,1,32,4,398067,9,0,0,40,0
3810,29,4,0,8,4,1,3,32,4,135296,11,0,0,40,0
3811,36,4,0,11,3,1,4,32,4,133655,9,0,0,40,0
3812,41,4,0,11,4,12,3,21,4,162189,9,1831,0,40,0
3813,23,4,1,5,4,13,1,18,4,287681,4,0,0,25,0
3814,48,4,1,11,2,8,0,21,6,247294,9,0,0,30,0
3815,48,1,1,10,2,2,0,10,4,119471,16,0,0,40,1
3816,32,4,1,11,0,11,1,32,4,130040,9,0,0,40,0
3817,26,4,0,15,4,13,1,32,6,227858,10,0,0,48,0
3818,26,4,0,11,4,1,4,32,4,111243,9,0,0,35,0
3819,33,4,0,11,2,1,5,32,4,262439,9,0,0,35,1
3820,68,4,0,15,6,9,1,32,4,204082,10,0,0,45,0
3821,28,4,1,9,4,2,1,32,2,419740,13,0,0,52,0
3822,40,4,0,11,4,1,1,32,4,207025,9,6849,0,38,0
3823,24,4,0,11,0,9,1,32,4,161708,9,0,0,45,1
3824,56,4,0,11,6,13,4,32,4,87584,9,0,0,40,0
3825,25,4,0,11,4,1,1,32,4,171114,9,0,0,48,0
3826,47,1,1,9,2,1,0,0,4,277545,13,0,0,40,1
3827,42,2,0,5,2,13,5,32,6,82297,4,0,0,50,0
3828,49,2,0,1,0,12,4,32,4,154451,7,0,0,35,0
3829,50,4,1,9,2,1,0,32,5,140516,13,0,0,40,0
3830,26,4,1,12,2,2,0,32,4,76491,14,0,0,20,0
3831,35,4,0,8,2,0,5,32,0,117528,11,0,0,40,1
3832,34,2,0,11,4,12,4,32,4,362787,9,0,0,40,0
3833,61,4,0,3,6,11,1,32,4,668362,2,0,0,40,0
3834,48,4,1,9,2,9,0,32,4,138970,13,0,0,45,1
3835,69,2,0,5,0,12,4,32,4,159522,4,2964,0,40,0
3836,20,4,1,11,4,11,3,32,4,162688,9,0,0,38,0
3837,21,4,1,15,4,1,3,32,4,56520,10,0,0,40,0
3838,18,4,0,15,4,0,3,32,0,127388,10,0,0,40,0
3839,48,4,1,11,2,1,0,32,4,449354,9,4386,0,45,1
3840,35,4,1,11,2,8,0,32,4,22463,9,0,0,40,0
3841,38,4,0,11,4,4,3,32,4,204756,9,0,0,40,0
3842,35,2,1,11,0,8,4,32,4,417136,9,0,0,40,0
3843,61,4,0,15,4,14,1,32,4,120933,10,0,0,40,0
3844,33,4,1,8,2,4,0,32,4,186824,11,0,0,40,0
3845,73,4,1,1,2,12,0,32,4,92298,7,0,0,15,0
3846,60,4,1,4,2,0,0,32,0,131852,3,0,0,30,1
3847,60,4,1,15,0,8,3,32,4,202226,10,0,0,44,1
3848,41,0,0,9,2,2,5,32,7,47170,13,0,0,48,1
3849,35,4,1,11,0,11,3,32,4,182074,9,0,0,35,0
3850,84,4,0,11,6,2,1,32,4,188328,9,0,0,16,0
3851,49,4,1,14,2,2,0,32,6,163352,15,0,0,85,1
3852,38,4,0,15,0,1,4,33,4,277022,10,0,0,40,0
3853,61,4,1,0,2,10,0,32,4,68268,6,0,0,55,0
3854,45,4,1,9,2,9,0,32,4,235646,13,0,0,40,1
3855,47,4,0,8,0,1,1,32,2,218596,11,0,0,40,0
